title,type,location,bedroom,bathroom,size_sqm,price
Apartment received two years D3 Joya 3 installments over 10 years semi-finished,Apartment,"Trio Villas, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,135,"3,601,000"
Own Your Smart Home in the New Heart of New Cairo ,Apartment,"De Joya, New Capital Compounds, New Capital City, Cairo",3,3,172,"2,831,000"
Twin house for sale in a fancy compound in north90,Apartment,"Golf Porto Cairo, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,148,"1,628,000"
Furnished Hotel Apartment + AC/S - New Cairo ,Twin House,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3,3,215,"5,600,000"
HOT OFFER|9K/METER |Delivery Date 2022|NEW CAPITAL,Townhouse,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3,4,220,"6,300,000"
D. D 2023|installment over 7 yrs|Better Home,Villa,"Moon Valley 2, Ext North Inves Area, New Cairo City, Cairo",3,4,383,"2,870,000"
Apartment 205 Sqm | second floor,Apartment,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,177,"4,591,958"
own your apartment at new cairo  delivered ,Hotel Apartment,"Fifth Square, North Investors Area, New Cairo City, Cairo",Studio,1,48,"1,920,000"
Alarge twin house for sale with very special price,Apartment,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",2,2,120,"1,080,000"
apartment with garden for sale in stone view lake.,Apartment,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",2,2,120,"1,525,500"
Ready to move | 137M | Al Maqsed | Fully Finished.,Apartment,"Nasr St., Hay El Maadi, Cairo",3,2,205,"3,500,000"
For sale villa at Stella Heliopolis ready to move ,Twin House,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4,4,373,"3,650,000"
i city apartment ready to move ,Apartment,"Stella Heliopolis, Cairo - Ismailia Desert Road, Cairo",3,3,220,"3,700,000"
now your apartment finished ready to move 5% dp,Villa,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4,4,210,"6,800,000"
"Apartment for sale, Green square, Mostakbal city ",Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,235,Ask
Ready to move | 107M | Al Maqsed | Fully Finished.,Apartment,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",2,2,137,"1,700,000"
On landscape of the largest villa - special price,Apartment,"Green Square, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,168,"2,000,000"
amazing twinhouse for sale in palm hills new cairo,Apartment,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",2,1,107,"1,900,000"
Luxious Apartment 4 bedrooms sale west of Arabella,Villa,"Katameya Gardens, El Katameya Compounds, El Katameya, New Cairo City, Cairo",8,8,"1,100","13,500,000"
Special finishes never used Townhouse on landscape,Twin House,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,265,Ask
"Direct Lake, Landscape Villa at Katameya Gardens",Villa,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,285,"10,000,000"
apartment |165 m| 3 bed | ready to move |new cairo,Apartment,"West Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,300,"4,250,000"
Apartment 210 m for sale Lake View residence ,Townhouse,"Katameya Gardens, El Katameya Compounds, El Katameya, New Cairo City, Cairo",7,4,400,"5,200,000"
"116 meters in my city B10, sea, with kitchen ",Villa,"Katameya Gardens, El Katameya Compounds, El Katameya, New Cairo City, Cairo",6,5,620,"7,000,000"
apartment for sale in stone view on pool 1,Apartment,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",2,2,140,"2,800,000"
2BR|7k Monthly|Over 10 Y|Free Club House - Parking,Apartment,"Green Square, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,165,"2,350,000"
villa with Pool - prime location on landscape view,Apartment,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,210,"3,600,000"
Katameya Heights | Private pool | Finished | Villa,Apartment,"Madinaty, Cairo",3,2,116,"2,600,000"
apartment fully finished in stone,Apartment,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,175,"2,000,000"
palace 1600m_in lake view compound_first row lakes,Apartment,"Yaru new capital Compound, New Capital Compounds, New Capital City, Cairo",2,2,116,"1,133,000"
160m wide garden in Madinaty B11special finishing,Apartment,"Madinaty, Cairo",3,2,160,"2,700,000"
apartment with garden corner 140m view lake,Twin House,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4,4,240,"7,750,000"
For sale villa with pool - The Villa Dorra,Apartment,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,1,128,"1,700,000"
Amazing standalone for sale in Cairo festival city,Villa,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",6,5,357,"2,100,000"
Townhouse for sale in Azzar Compound amazing,Villa,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",5,6,340,"8,200,000"
penthouse very prime location in villette         ,Villa,"The Villa, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3,4,330,"20,000,000"
تاون هاوس للبيع في كمبوند لاروز قريب من الرحاب,Villa,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",6,5,700,Ask
"12,000 L.E for meter garden and terrace in De joya",Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,1,145,"1,048,000"
Ready  Town House La Vista City New Capital ,Townhouse,"Azzar 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,176,"1,400,000"
HOT OFFER - PRIME LOCATION UPPER DUPLEX,Penthouse,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,6,245,"5,100,000"
استلام 6 شهور شقة 194 متر دور4 بالم هيلز نيو كايرو,Townhouse,"La Rosa, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8,6,600,"9,150,000"
Distinctive Apartment Fountain and Golf View Fully Finished With 8% Down Payment,Apartment,"De Joya, New Capital Compounds, New Capital City, Cairo",4,3,210,"3,150,000"
own villa in katameya dunes Duplex 650m +flat 200m,Townhouse,"La Vista City, New Capital Compounds, New Capital City, Cairo",3,5,230,"7,950,000"
apartment for sale in stone view on pool 175m,Duplex,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,317,"5,700,000"
Apartment ground with garden Lake view residence ,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,194,"2,940,000"
Semi furnished Villa - sale/rent-Katameya Heights,Apartment,"Golf Side, Uptown Cairo, Mokattam, Cairo",3,2,252,"9,562,888"
"211 m, 2nd Floor sea view, special finishing B2",Villa,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",6,6,"1,050","20,000,000"
شقة للبيع                                        .,Penthouse,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,175,"2,300,000"
prime location apartment at Capital Gardens - palm hills for sale  ,Apartment,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,128,"4,044,698"
For Sale Stand Alone At El-Patio Compound Near By El Rehab,Villa,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",6,5,600,"40,000,000"
"For the first time in New Cairo, a down payment of 10% and the rest over 10 years",Apartment,"Madinaty, Cairo",3,3,211,"3,000,000"
شقة دور2 بفيو حديقة وتشطيب كامل 3غرف جاهزة للتسليم,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,210,"5,250,000"
apart. delivered | palm hills new cairo instalment,Villa,"Sodic East, 6th District, New Heliopolis, Cairo",4,5,284,"11,124,000"
ground Floor Apartment near Heliopolis Hospital,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,166,"3,300,000"
Duplex penthouse 179 mtr for sale in Fifth Square,Apartment,"Heliopolis Square, Heliopolis Square, El Nozha, Cairo",3,2,153,"1,850,000"
Ready to move  penthouse in stone residence,Duplex,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,179,"2,933,000"
Choose ur Villa LMD STEI8GHT in front of Rehab G17,Penthouse,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,220,"4,418,000"
Twin HOUSE VILLA LAND MARK INFRONT OF REHAB,Villa,"Suez Road, New Cairo City, Cairo",6,6,338,"15,500,000"
Apartment For sale at The Square Sabbour Compound,Twin House,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",4,3,260,"13,000,000"
Apartment for sale in Eastown Residence,Apartment,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,163,"1,600,000"
Apartment 2 bedroom nile view under market price,Villa,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,6,680,"15,500,000"
Apartment for sale 146m-F.finished in The village ,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,1,162,"4,282,000"
Villa For Sale Area 370M Prime location Stone park,Apartment,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",2,2,135,"2,000,000"
"Duplex for Sale Eastown, Prime Location 302m",Apartment,"The Village, South Investors Area, New Cairo City, Cairo",2,1,146,"3,100,000"
Twin house for sale very special location Mivida,Villa,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,370,"15,000,000"
Choose ur Villa LMD STEI8GHT in front of Rehab G17,Duplex,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,302,"6,500,000"
for sale twin house open view with facilities,Twin House,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,355,"16,500,000"
Housing Development Bank project in new capital,Villa,"Suez Road, New Cairo City, Cairo",5,5,320,"13,000,000"
FOR SALE 275 M STONE RESIDENCE,Twin House,"Madinaty, Cairo",3,3,415,"6,400,000"
Villa for sale 324m receipt the first coming year,Apartment,"Kardia, New Capital Compounds, New Capital City, Cairo",3,2,136,"1,321,920"
Ready Twin House Patio Casa La Vista Al Sherouk,Apartment,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,3,275,"3,900,000"
For sale Villa La Rose Fully Finished with Privet Garden,Twin House,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5,310,Ask
apartment at almaza helioplis amazing view,Apartment,"Almazah, Heliopolis - Masr El Gedida, Cairo",3,3,300,Ask
Duplex In 1st Settlements Landscape View Finished,Duplex,"The 1st Settlement, New Cairo City, Cairo",4,3,600,"3,600,000"
     A special site in Violet 6,Apartment,"El Banafseg, New Cairo City, Cairo",3,3,200,"2,600,000"
"Fully finished apartment Nargis for sale,New Cairo",Apartment,"Al Narges, New Cairo City, Cairo",3,2,240,"3,250,000"
Standalone Villa for Sale at Al Rehab City,Villa,"Al Rehab, New Cairo City, Cairo",6,6,530,"17,000,000"
Standalone 460m for sale in madinaty City ,Villa,"Madinaty, Cairo",5,4,460,"21,500,000"
Duplex for sale in El Banafseg New Cairo 310 m,Duplex,"El Banafseg, New Cairo City, Cairo",3,3,310,"3,850,000"
Apartment for sale in Fifth Settlement (Andalus),Apartment,"The 5th Settlement, New Cairo City, Cairo",3,2,192,"1,790,112"
 ground floor in front of the academy -Almaza,Apartment,"Almazah, Heliopolis - Masr El Gedida, Cairo",3,2,150,"1,500,000"
Duplex ground floor 1st settelment New cairo,Duplex,"The 1st Settlement, New Cairo City, Cairo",3,3,300,"3,120,000"
Apartment fully finished New Cairo for sale,Apartment,"The 1st Settlement, New Cairo City, Cairo",4,3,420,"5,125,000"
A distinctive compound in the Fifth Settlement,Apartment,"The 5th Settlement, New Cairo City, Cairo",3,2,160,"2,753,000"
Luxious Apartment 315 m  in the south of  Academy,Apartment,"Ganoob El Acadimia, New Cairo City, Cairo",4,3,315,"5,250,000"
Apartment infront pf katameya heights fully finish,Apartment,"The 5th Settlement, New Cairo City, Cairo",3,4,250,"3,500,000"
Apartment for sale in Zahraa El Maadi,Apartment,"Zahraa El Maadi, Hay El Maadi, Cairo",3,2,132,"1,235,380"
"For sale in Madabty, an independent villa overlooking the golf directly",Villa,"Madinaty, Cairo",6,8,500,"22,000,000"
with 10% DP own you apartment in Cairo festival Compound,Apartment,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,3,177,"7,500,000"
"Duplex 380 buildings in violet, lines buildings from Waterway",Duplex,"El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",5,4,380,"3,000,000"
"Apartment for sale , ready to move in Cairo festival Compound",Apartment,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3,5,250,"12,500,000"
"Apartment for sale, first floor, Fifth Settlement, ",Apartment,"West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3,3,210,"2,450,000"
Immediate receipt - prime location - on the lakes - fair price,Twin House,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,270,"5,700,000"
ready to move apartment Palm hills New Cairo,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,213,"4,828,000"
pent house 301 M  for sale delevird Regent's Park,Penthouse,"Regents Park, Al Andalus District, New Cairo City, Cairo",4,4,301,"3,500,000"
Duplex | The 5th Settlement | Fully Finished ,Duplex,"District 5, The 5th Settlement, New Cairo City, Cairo",4,4,300,"4,050,000"
I own a special apartment in Nasr City,Apartment,"Al Hadiqah Al Dawliyah, 7th District, Nasr City, Cairo",3,2,160,"1,300,000"
In installments-Twinhouse-MIVIDA,Twin House,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,355,"15,100,000"
فيلا للبيع في صن سيتي جاردن التجمع الخامس         ,Villa,"Sun City Gardens, Ext North Inves Area, New Cairo City, Cairo",4,5,800,"16,500,000"
"Apartment for sale, Ground Floor, Fifth District - Fifth Settlement",Apartment,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,1,98,"1,500,000"
Finished Standalone with pool For Sale in Village Gardens Kattameya,Villa,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,360,"8,000,000"
"For sale in Al Rehab, an independent villa without finishing next to the club",Villa,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,4,300,"8,500,000"
Villa for sale in Katameya Dunes compound,Villa,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",5,5,"1,200","29,000,000"
"APT 218m , Finished with AC's , delivery within 1 year ",Apartment,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3,4,218,"8,500,000"
"Apartment for sale , ready to move in Cairo festival Compound",Apartment,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3,4,187,"7,800,000"
Own Your TownHouse With Open & Panoramic Golf View,Apartment,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1,2,85,"3,100,000"
Own your own Villa on Direct & Panoramic Golf View,Townhouse,"Golf Porto Cairo, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",5,4,430,"5,450,000"
Standalone Villa for Sale Mountain View 2 ,Twin House,"Golf Porto Cairo, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,4,372,"4,818,000"
Super Lux finishing duplex for sale in Uptown Fortin compound,Villa,"Mountain View 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6,6,"1,000","21,000,000"
"Twin House in Grand Residence, an area of ​​340 meters, semi-finished",Duplex,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",3,3,337,"10,500,000"
"Apt 215m, finished with ac's , delivery 1 year , dp 10%",Townhouse,"Grand Residence, South Investors Area, New Cairo City, Cairo",4,4,340,"6,000,000"
"Duplex 500 meters with ultra luxe furniture, swimming pool and jacuzzi",Apartment,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3,4,215,"8,500,000"
Fully Finished villa in al Narges  for sale 1070 m ,Townhouse,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,208,"5,960,000"
Ultra modern twin house for sale in Mivida Emmar,Duplex,"West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4,4,500,"8,350,000"
"Villa in an excellent location at Al Dyar Compound, South Teseen Street",Apartment,"Sodic East, 6th District, New Heliopolis, Cairo",3,3,183,"4,500,000"
Apartment for sale Super Lux 280m in Nasr City from Makram Ebeid Street,Villa,"Al Narges 1, Al Narges, New Cairo City, Cairo",8,7,"1,070","17,000,000"
Waterway |7 years installments| Apartment  |The view,Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,155,"2,100,000"
"Duplex ground for sale at Al mokattam , Cairo",Villa,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,320,Ask
"Receive an apartment 400 Fifth Square, finished with ACs, with 5% down payment",Villa,"Fifth Square, North Investors Area, New Cairo City, Cairo",4,4,400,"1,099,999"
Sodic Eastown -  Spectrum - From owner Apartment 187m,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,187,"3,680,000"
super lux apartment banafseg building new cairo,Apartment,"El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",3,2,175,"2,000,000"
Apartment for sale in shourouk,Villa,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,6,740,"17,000,000"
Apartment for sale in El Patio Oro with garden,Apartment,"2nd Neighborhood, 2nd Area, Shorouk City, Cairo",3,2,164,"1,206,442"
Under Market Price | Ground Apartment With Garden ,Apartment,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,120,"2,000,000"
Apartment 157 SQM for sale in Galleria Moon Valley,Apartment,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,128,"2,300,000"
Fully Finished Apartment with Roof ( 103 - 131 ),Apartment,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,3,157,"2,550,000"
hot offer for one week Apt 156m for sale @Eastown ,Villa,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,400,"12,000,000"
Apartment for sale 195 SQM in Cairo Festival City,Apartment,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,1,209,"5,293,000"
Apartment for sale 232 m in Fifth Square ,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,156,"4,080,001"
project:pk1stand alone corner 960 m,Apartment,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3,3,194,"6,500,000"
Fully Finished Apartment with Roof (180),Apartment,"Fifth Square, North Investors Area, New Cairo City, Cairo",4,4,232,"6,125,000"
Villa For sale 533 Sqm Aswar residence new Cairo,Villa,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4,5,960,"16,500,000"
Narges 8 villas apartment Fully Finished 220 metre,Apartment,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,1,245,"6,787,000"
For Sale 156m in District5 project from Marakez,Villa,"Aswar Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6,7,533,"10,600,000"
Apartment for sale 190 meters in Sheraton,Apartment,"Midan Al Makhzangy, Al Narges 8, Al Narges, New Cairo City, Cairo",3,2,220,"2,100,000"
Twin House For Sale In  ( Mountain View Hyde Park),Apartment,"District 5 Residences, El Katameya Compounds, El Katameya, New Cairo City, Cairo",2,3,156,"2,657,000"
Apartment In Fifth Square With Installments,Apartment,"Masaken Sheraton, Sheraton Al Matar, El Nozha, Cairo",3,3,190,"2,500,000"
Apartment for sale-Madinaty-Big Wide garden view,Twin House,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,4,376,"8,000,000"
"Apartment in Secon Nile Towers, immediate delivery",Apartment,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,195,"3,800,000"
palm Hills New Cairo - Twin House - installment,Apartment,"Madinaty, Cairo",3,3,320,"5,900,000"
For sale town house compound villa layan,Townhouse,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,270,"5,700,000"
Dyar Park Town House Corner for Sale,Townhouse,"Dyar Park, Ext North Inves Area, New Cairo City, Cairo",3,3,370,"6,500,000"
semi finished apartment in andalous 176 m near AUC,Apartment,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",2,2,176,"1,750,000"
apartment 2 bedrooms very prime locations         ,Apartment,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,160,"3,400,000"
شقة للبيع المنطقة التاسعه مدينة نصر              .,Apartment,"Ahmed Hassan St., 9th Zone, Nasr City, Cairo",3,2,185,"1,500,000"
Villa for sale in Mivida New Cairo 331m,Villa,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,331,"12,800,000"
"       Dyar , Mukhabarat Twin House",Twin House,"Dyar Compound, 90 Street, The 5th Settlement, New Cairo City, Cairo",5,5,436,"9,750,000"
Super Lux Apartment 170m Compound Valore Sheraton.,Apartment,"Valore, Sheraton Al Matar, El Nozha, Cairo",3,2,170,"3,300,000"
Nice apartment at Mivida Boulevard for sale,Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,239,"8,200,000"
"Villa for immediate receipt, ready for inspection, behind the American University",Villa,"Katameya Gardens, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4,4,362,"2,000,000"
Apartment for sale in Madinaty 199 m in b8,Apartment,"Madinaty, Cairo",3,3,199,"3,500,000"
امتلك شقة لقطة بعمارات العبور 150م تشطيب سوبر لوكس,Apartment,"Nasr City, Cairo",4,1,150,"1,500,000"
 230 m Super Lux  prime location at a low price,Apartment,"Nasr City, Cairo",3,3,230,"1,880,000"
Ground floor | prime location In front of Auc,Apartment,"New Cairo City, Cairo",3,2,160,"2,200,000"
Ultra lux duplex | 350 Sqm | private garden,Duplex,"New Cairo City, Cairo",3,3,350,"8,500,000"
Apartment for sale 245 m in Nasr City ,Apartment,"Nasr City, Cairo",3,2,245,"2,100,000"
شقة 170 متر متشطبة تطل علي نادي النصر بمصر الجديدة,Apartment,"Heliopolis - Masr El Gedida, Cairo",3,1,170,"1,650,000"
 under market price 154m  garden 70m for sale in Eastown ,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,154,Ask
Duplex 245 SQM for Sale,Duplex,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,245,"2,500,000"
Panoramic Garden View  heart  of Ard El Golf,Apartment,"Samir Mokhtar St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",3,4,241,"2,600,000"
Semi-finished villa for sale in Mivida compound,Villa,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,435,"16,500,000"
For sale Villa in rehab,Villa,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",5,5,660,"9,500,000"
own yr villa 0%dp up to 10years in Azzar new cairo,Townhouse,"Azzar, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,206,"8,550,000"
Twin house 400m for sale in Mivida compound,Villa,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,400,"14,000,000"
Apartment for sale in shorouk city ,Apartment,"6th Area East, Shorouk City, Cairo",4,3,265,Ask
شقة بجاردن للبيع في كمبوند ذا فيلدج بالم هيلز تجمع,Apartment,"The Village, South Investors Area, New Cairo City, Cairo",2,2,146,"3,500,000"
Amazing Villa For Sale in Palm Hills Katameya,Villa,"Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,360,"7,500,000"
Amazing Stand Alone For Sale in Le Reve  ,Villa,"Le Reve, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4,4,850,"12,500,000"
Spacious Apartment at Midtown New Cairo,Apartment,"Midtown, South Investors Area, New Cairo City, Cairo",2,1,165,"2,760,000"
Apartment for sale in Fifth Settlement,Apartment,"JAYD Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,1,139,"2,050,000"
apartment 3 bedrooms for sale in rivan compound ,Apartment,"Rivan, New Capital Compounds, New Capital City, Cairo",3,3,215,"4,446,875"
Apartment For Sale In ( The District 5 New Cairo ),iVilla,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,225,"1,200,000"
For Sale Amazing Twinhouse in Cairo Festival City,Apartment,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1,1,75,"1,564,000"
Villa For Sale in Palm Hills New Cairo (Type M),Villa,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",4,4,358,"11,500,000"
فيلا للبيع في بلم هيلز قطاميه التجمع الخامس       ,Villa,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,227,"9,320,000"
Own a service apartment inwith 50% discount for a limited time ,Townhouse,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,257,"8,450,000"
TOWN HOUSE VILLA LAND MARK INFRONT OF REHAB,Villa,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4,5,"1,100","16,500,000"
"Apartment 160 sq.m., super lux finishing, with garage, delivery",Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1,2,82,"1,650,000"
Stand Alone Prime Location For Sale in Swan Lake Kattameya,Hotel Apartment,"New Capital City, Cairo",2,2,100,"1,610,000"
Town House 222m for sale at madinaty City ,Townhouse,"New Cairo City, Cairo",3,3,220,"9,000,000"
Standalone villa for sale in 5th Settlement ,Apartment,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3,2,160,"1,300,000"
Villa for sale in Katameya Dunes compound,Villa,"Swan Lake Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,950,"30,000,000"
Hot sale in MVHP I villa A corner under market price,Villa,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",5,5,"1,250","40,000,000"
Own a penthouse of 250 meters in Al Marasem Compound,Townhouse,"Madinaty, Cairo",3,3,240,"6,250,000"
"For sale in Al Rehab, a separate villa, private finishing, with a swimming pool",Villa,"The 5th Settlement, New Cairo City, Cairo",8,6,570,"11,000,000"
brilliant apartment for sale in PHNC without over prime location,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,174,"1,900,000"
شقة للبيع  بالنرجس عمارات ١٦٢ متر,Apartment,"El Narges Buildings, Al Narges, New Cairo City, Cairo",3,2,162,"1,950,000"
شقة اترضي بجاردن للبيع بكمبوند 90 افينو ,Apartment,"90 Avenue, South Investors Area, New Cairo City, Cairo",3,2,110,"5,800,000"
Townhouse Corner Prime Location in Layan Compound,Townhouse,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5,393,Ask
Apartment for sale in fifth square new cairo 172m,Apartment,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,172,"3,500,000"
Twinhouse for sale in Patio Casa Compound,Penthouse,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,215,"3,600,000"
