Price,Area,Rooms,Bathrooms,Floor Level,Year Built,Seller Type,View,Payment Method,Location,Amenities,Price_Numeric,Calculated_Price_Per_Meter
"5,556,980 EGP",67,1,1 bathroom,2,2026,Broker,Pool,Installments,Unknown,View,5556980,82940
"5,639,920 EGP",68,1,1 bathroom,2,2026,Broker,Pool,Installments,A Full Service,Basic,5639920,82940
"8,054,300 EGP",100,2,1 bathroom,1,2026,Broker,Pool,Installments,A Full Service,Garden,8054300,80543
"4,550,000 EGP",78,2,1 bathroom,1,2023,Broker,Garden,Installments,Madinaty With Garden,View,4550000,58333.33
"9,341,500 EGP",157,3,3 bathroom,8,2026,Broker,Garden,Cash or Installments,Scenario Compound,Basic,9341500,59500
"4,850,000 EGP",130,2,3 bathroom,5,2020,Broker,Other,Cash,شارع جامعة الدول,Basic,4850000,37307.69
"6,251,000 EGP",133,3,1 bathroom,1,2027,Broker,Main Street,Installments,Kawthar,Basic,6251000,47000
"3,475,100 EGP",170,3,3 bathroom,1,2028,Broker,Garden,Cash or Installments,Uptown,Basic,3475100,20441.76
"8,544,000 EGP",116,2,1 bathroom,4,2025,Broker,Main Street,Cash or Installments,The Brooks Compound,Installment,8544000,73655.17
"7,440,000 EGP",168,3,3 bathroom,4,2024,Broker,Main Street,Cash or Installments,Taj City On,Installment,7440000,44285.71
"5,000,000 EGP",186,3,3 bathroom,1,2022,Broker,Garden,Cash,Unknown,Basic,5000000,26881.72
"3,400,000 EGP",115,2,2 bathroom,,2025,Broker,Garden,Cash or Installments,Gannah October,Basic,3400000,29565.22
"5,500,000 EGP",131,2,2 bathroom,3,2025,Broker,Garden,Cash,Shalya,Basic,5500000,41984.73
"13,400,000 EGP",170,3,3 bathroom,1,2026,Broker,Corner,Installments,Palm Parks Compound,Park,13400000,78823.53
"2,035,000 EGP",37,1,1 bathroom,1,2027,Broker,Pool,Installments,Hurghada,Basic,2035000,55000
"6,580,000 EGP",140,3,1 bathroom,1,2027,Broker,Main Street,Installments,Unknown,Basic,6580000,47000
"3,470,000 EGP",170,3,3 bathroom,2,2024,Broker,Main Street,Cash or Installments,كمبوند أب تاون,Basic,3470000,20411.76
"7,400,000 EGP",171,3,2 bathroom,2,2025,Broker,Plaza,Cash,Address East,Finished,7400000,43274.85
"20,000,000 EGP",192,3,3 bathroom,3,2020,Broker,Main Street,Cash,سبيكترام,Basic,20000000,104166.67
"4,848,000 EGP",138,3,2 bathroom,2,2028,Broker,Pool,Cash or Installments,The Icon Compound,Installment,4848000,35130.43
"11,770,000 EGP",160,3,,,2025,,Garden,Cash or Installments,Shalya,Garden,11770000,73562.5
"5,016,000 EGP",88,2,1 bathroom,4,2027,Broker,Main Street,Installments,Kawthar,Basic,5016000,57000
"650,000 EGP",40,1,1 bathroom,,2020,Developer,Side Street,Cash or Installments,Street 31,Basic,650000,16250
"5,500,000 EGP",190,3,2 bathroom,7,1990,Broker,Side Street,Cash,المنيل الروضة 190,نيل,5500000,28947.37
"6,500,000 EGP",48,1,1 bathroom,2,2020,Broker,Main Street,Cash,North 90Th –,Basic,6500000,135416.67
"3,021,000 EGP",53,1,1 bathroom,4,2027,Broker,Pool,Installments,Unknown,Basic,3021000,57000
"4,561,700 EGP",55,1,1 bathroom,2,2026,Broker,Pool,Installments,Unknown,"View, Pool",4561700,82940
"4,350,000 EGP",100,2,1 bathroom,3,2023,Broker,Garden,Cash,Hadayek El Mohandiseen,Basic,4350000,43500
"36,000,000 EGP",217,2,3 bathroom,9,2028,Broker,Sea View,Installments,North Edge Towers,Basic,36000000,165898.62
"5,308,160 EGP",64,1,1 bathroom,2,2026,Broker,Pool,Installments,Unknown,"View, Pool",5308160,82940
"6,156,000 EGP",108,2,1 bathroom,4,2027,Broker,Pool,Installments,Kawthar,Basic,6156000,57000
"5,556,980 EGP",67,1,1 bathroom,2,2026,Broker,Pool,Installments,Unknown,"View, Pool",5556980,82940
"4,900,000 EGP",98,2,1 bathroom,4,2027,Broker,Pool,Installments,Unknown,Basic,4900000,50000
"15,000,000 EGP",188,3,2 bathroom,3,2025,Broker,Garden,Cash,Unknown,Basic,15000000,79787.23
"2,400,000 EGP",100,2,2 bathroom,,2023,Broker,Main Street,Cash,Dar Misr,Basic,2400000,24000
"4,802,000 EGP",98,2,1 bathroom,3,2027,Broker,Pool,Installments,Hurghada,Basic,4802000,49000
"4,561,700 EGP",55,1,1 bathroom,2,2027,Broker,Pool,Installments,A Full Service,"View, Pool",4561700,82940
"4,274,600 EGP",67,1,1 bathroom,1,2026,Broker,Pool,Installments,Unknown,"View, Pool",4274600,63800
"7,107,320 EGP",97,2,1 bathroom,1,2026,Broker,Pool,Installments,Unknown,"View, Pool",7107320,73271.34
"3,150,000 EGP",135,3,2 bathroom,9,2025,Broker,Main Street,Cash,Mohammed Naguib St.,Basic,3150000,23333.33
"6,341,720 EGP",85,2,1 bathroom,1,2026,Broker,Pool,Installments,Unknown,"View, Pool",6341720,74608.47
"4,928,000 EGP",88,2,1 bathroom,3,2027,Broker,Main Street,Installments,Unknown,Basic,4928000,56000
"10,150,000 EGP",203,4,3 bathroom,3,2025,Developer,Garden,Cash or Installments,Installments In The,"Finished, Installment",10150000,50000
"3,945,000 EGP",170,3,3 bathroom,1,2028,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,3945000,23205.88
"7,798,180 EGP",89,2,1 bathroom,2,2026,Broker,Pool,Installments,Unknown,"View, Pool",7798180,87620
"51,000,000 EGP",534,7,6 bathroom,1,2020,Broker,Main Street,Cash,Hyde Park –,Park,51000000,95505.62
"4,300,000 EGP",167,3,2 bathroom,3,2020,Broker,Main Street,Cash,حي الواحة مدينة,Basic,4300000,25748.5
"5,550,000 EGP",175,3,3 bathroom,4,2025,Developer,Garden,Cash or Installments,كمبوند روك إيدين,Basic,5550000,31714.29
"10,472,000 EGP",195,4,3 bathroom,1,2025,Developer,Garden,Cash or Installments,كمبوند روك إيدين,Basic,10472000,53702.56
"2,915,000 EGP",53,1,1 bathroom,2,2027,Broker,Pool,Installments,Kawthar,Basic,2915000,55000
"4,840,000 EGP",88,2,1 bathroom,2,2027,Broker,Main Street,Installments,The Heart Of,Basic,4840000,55000
"3,500,000 EGP",130,3,1 bathroom,4,2022,Broker,Main Street,Cash,الحي السادس عشر,Basic,3500000,26923.08
"3,248,000 EGP",58,1,1 bathroom,3,2027,Broker,Pool,Installments,Hurghada,Basic,3248000,56000
"3,880,000 EGP",170,3,3 bathroom,1,2028,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,3880000,22823.53
"2,550,000 EGP",51,1,1 bathroom,1,2025,Developer,Garden,Cash or Installments,Apartment With Installments,"View, Finished, Installment",2550000,50000
"7,000,000 EGP",100,2,2 bathroom,1,2023,Developer,Other,Cash,Al Marasem,Garden,7000000,70000
"3,000,000 EGP",145,2,1 bathroom,4,1999,Broker,Main Street,Cash,شارع حسني أحمد,Basic,3000000,20689.66
"5,382,780 EGP",67,1,1 bathroom,1,2026,Broker,Pool,Installments,A Resort,"View, Pool",5382780,80340
"7,973,420 EGP",91,2,1 bathroom,2,2026,Broker,Pool,Installments,Unknown,"View, Pool",7973420,87620
"12,400,000 EGP",310,4,4 bathroom,1,1990,Broker,Garden,Cash,Mahmoud Qutb St.,Basic,12400000,40000
"20,000,000 EGP",192,4,4 bathroom,2,2020,Broker,Main Street,Cash,Eastown – 192,Basic,20000000,104166.67
"850,000 EGP",81,2,1 bathroom,,2025,Developer,Side Street,Cash,Central St.,Basic,850000,10493.83
"9,453,000 EGP",137,2,2 bathroom,3,2028,Broker,Main Street,Cash or Installments,ريد المستقبل سيتي,Basic,9453000,69000
"6,659,120 EGP",76,1,1 bathroom,2,2026,Broker,Pool,Installments,Unknown,"View, Pool",6659120,87620
"6,483,880 EGP",74,1,1 bathroom,2,2026,Broker,Pool,Installments,Unknown,"View, Pool",6483880,87620
"3,132,000 EGP",58,1,1 bathroom,1,2027,Broker,Pool,Installments,The Heart Of,Basic,3132000,54000
"7,710,560 EGP",88,2,1 bathroom,2,2026,Broker,Pool,Installments,Unknown,"View, Pool",7710560,87620
"3,190,000 EGP",58,1,1 bathroom,2,2027,Broker,Pool,Installments,The Heart Of,Basic,3190000,55000
"2,915,000 EGP",53,1,1 bathroom,2,2027,Broker,Pool,Installments,The Heart Of,Basic,2915000,55000
"4,752,000 EGP",88,1,1 bathroom,1,2027,Broker,Main Street,Installments,Vibrant Kawthar,Basic,4752000,54000
"3,869,000 EGP",170,3,3 bathroom,1,2028,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,3869000,22758.82
"3,810,000 EGP",170,3,3 bathroom,1,2028,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,3810000,22411.76
"3,715,000 EGP",170,3,3 bathroom,1,2028,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,3715000,21852.94
"2,800,000 EGP",140,3,2 bathroom,4,2022,Broker,Side Street,Cash,El Hay El,Basic,2800000,20000
"2,862,000 EGP",53,1,1 bathroom,1,2027,Broker,Pool,Installments,The Heart Of,Basic,2862000,54000
"4,100,000 EGP",170,3,3 bathroom,1,2028,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,4100000,24117.65
"12,500,000 EGP",240,3,2 bathroom,5,2019,Broker,Main Street,Cash,Unknown,لوكس,12500000,52083.33
"7,200,000 EGP",245,3,2 bathroom,1,2010,Broker,Main Street,Cash,El Nozha El,Basic,7200000,29387.76
"31,000,000 EGP",232,4,4 bathroom,4,2020,Broker,Main Street,Cash,Cairo Festival City,Basic,31000000,133620.69
"6,637,320 EGP",93,2,1 bathroom,1,2026,Broker,Pool,Installments,One 7 Resort,Basic,6637320,71369.03
"5,980,000 EGP",166,3,3 bathroom,3,2025,Broker,Side Street,Cash or Installments,النرجس الجديدة التجمع,"فيو, تشطيب",5980000,36024.1
"4,500,000 EGP",100,2,1 bathroom,2,2025,Broker,Garden,Cash,Unknown,Basic,4500000,45000
"4,560,000 EGP",190,3,3 bathroom,3,2025,Developer,Corner,Installments,الحي الثالث,Basic,4560000,24000
"7,193,520 EGP",102,2,1 bathroom,1,2026,Broker,Pool,Installments,Unknown,"View, Pool",7193520,70524.71
"7,350,000 EGP",180,3,3 bathroom,3,2025,Developer,Garden,Cash,Mountain View Hyde,View,7350000,40833.33
"3,970,000 EGP",170,3,3 bathroom,1,2028,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,3970000,23352.94
"6,200,000 EGP",185,2,3 bathroom,,2023,Broker,Main Street,Cash,اللوتس الشماليه بالتجمع,Basic,6200000,33513.51
"5,463,120 EGP",68,1,1 bathroom,2,2026,Broker,Pool,Installments,A Resort 68Sqm,"View, Pool",5463120,80340
"5,700,000 EGP",270,3,2 bathroom,,2024,Broker,Main Street,Cash,Zayed Heights Compound,Basic,5700000,21111.11
"6,000,000 EGP",245,3,2 bathroom,2,2020,Broker,Side Street,Cash,المنطقه الثالثه السياحيه,Basic,6000000,24489.8
"12,103,260 EGP",141,3,2 bathroom,1,2027,Broker,Garden,Installments,Madinaty 141M Wide,"View, Installment",12103260,85838.72
"1,400,000 EGP",120,3,1 bathroom,11,2013,Broker,Side Street,Cash,Unknown,Basic,1400000,11666.67
"500,000 EGP",120,3,2 bathroom,8,2025,Broker,Side Street,Cash or Installments,El Eshrein St.,Basic,500000,4166.67
"6,500,000 EGP",150,3,1 bathroom,6,2025,Broker,Pool,Cash,كمبوند تيجان 2,Basic,6500000,43333.33
"2,000,000 EGP",180,3,3 bathroom,1,2025,Broker,Side Street,Cash,Unknown,Basic,2000000,11111.11
"1,713,000 EGP",137,3,2 bathroom,,,EG-6603958,Main Street,Cash or Installments,مدينه بدر استلام,Basic,1713000,12503.65
"3,600,000 EGP",150,3,2 bathroom,5,2000,Developer,Side Street,Cash,El Batal Ahmed,Basic,3600000,24000
"4,716,000 EGP",128,2,2 bathroom,2,2026,Broker,Garden,Installments,Unknown,تقسيط,4716000,36843.75
"9,500,000 EGP",235,3,3 bathroom,2,2026,Broker,Side Street,Cash or Installments,الياسمين8فيلات التجمع الخامس,تشطيب,9500000,40425.53
"5,500,000 EGP",180,3,3 bathroom,3,2004,Developer,Main Street,Cash,El Dokki St,Basic,5500000,30555.56
"5,800,000 EGP",165,3,2 bathroom,7,1978,Developer,Main Street,Cash,Msadak St.,Basic,5800000,35151.52
"2,300,000 EGP",100,2,1 bathroom,5,2005,Developer,Main Street,Cash,Msadak St.,Basic,2300000,23000
"11,000,000 EGP",250,3,2 bathroom,7,1993,Broker,Main Street,Cash,Unknown,لوكس,11000000,44000
"8,286,766 EGP",96,1,1 bathroom,4,2025,Broker,Garden,Installments,Unknown,Basic,8286766,86320.48
"11,429,200 EGP",140,3,2 bathroom,3,2027,Broker,Garden,Installments,Madinaty 140M Garden,"View, Installment",11429200,81637.14
"7,700,000 EGP",134,3,2 bathroom,2,2025,Broker,Main Street,Cash,Address Compound At,Basic,7700000,57462.69
"8,400,000 EGP",232,4,2 bathroom,3,2025,Developer,Garden,Cash or Installments,المقصد في العاصمه,Basic,8400000,36206.9
"7,000,000 EGP",98,2,2 bathroom,4,2027,Broker,Garden,Installments,Noor City,Installment,7000000,71428.57
"3,650,000 EGP",130,3,1 bathroom,8,2001,Developer,Main Street,Cash,Alexandria,Basic,3650000,28076.92
"6,660,000 EGP",210,4,3 bathroom,3,2025,Developer,Garden,Cash,كمبوند هيليو اي,Basic,6660000,31714.29
"1,700,000 EGP",150,3,2 bathroom,2,2025,Developer,Side Street,Cash,Bait El Watan,Basic,1700000,11333.33
"6,225,000 EGP",251,4,3 bathroom,3,2025,Developer,Side Street,Cash or Installments,Sixth Neighborhood,Basic,6225000,24800.8
"3,665,000 EGP",99,2,2 bathroom,2,2027,Broker,Garden,Installments,New Capital Ri8,Basic,3665000,37020.2
"2,850,000 EGP",115,3,1 bathroom,12,2005,Developer,Main Street,Cash,شارع طريق الجيش,Basic,2850000,24782.61
"2,600,000 EGP",130,3,2 bathroom,4,2019,Broker,Main Street,Cash,El Andalus 1,Basic,2600000,20000
"2,800,000 EGP",205,3,3 bathroom,6,2025,Developer,Main Street,Cash,بيت الوطن الحي,بحر,2800000,13658.54
"1,300,000 EGP",140,3,2 bathroom,1,2025,Developer,Side Street,Cash,Bait El Watan,Basic,1300000,9285.71
"2,850,000 EGP",122,3,1 bathroom,3,2024,Developer,Main Street,Cash or Installments,كمبوند الياسمين جاردنز,Basic,2850000,23360.66
"4,950,000 EGP",125,3,2 bathroom,4,2025,Developer,Main Street,Cash,شارع جمال عبد,Basic,4950000,39600
"3,994,000 EGP",157,3,3 bathroom,1,2028,Developer,Corner,Installments,الحي الخامس,Basic,3994000,25439.49
"3,300,000 EGP",120,3,1 bathroom,3,2005,Broker,Main Street,Cash,شارع محمود عصمت,Basic,3300000,27500
"3,500,000 EGP",120,2,1 bathroom,2,1999,Developer,Main Street,Cash,Unknown,Basic,3500000,29166.67
"3,500,000 EGP",125,2,1 bathroom,1,2012,Developer,Other,Cash,Street 44,Basic,3500000,28000
"4,560,000 EGP",120,2,2 bathroom,,2028,Developer,Main Street,Cash or Installments,Ori Compound,Basic,4560000,38000
"10,100,000 EGP",100,2,2 bathroom,3,2027,Broker,Main Street,Cash or Installments,Unknown,Basic,10100000,101000
"5,800,000 EGP",165,3,2 bathroom,2,2012,Private Owner,Sea View,Cash,Unknown,,5800000,35151.52
"3,200,000 EGP",120,2,1 bathroom,1,2015,Developer,Other,Cash,Eighth Neighborhood,Basic,3200000,26666.67
"6,000,000 EGP",215,4,3 bathroom,1,2026,Developer,Garden,Cash or Installments,Fourth Neighborhood,Basic,6000000,27906.98
"6,000,000 EGP",161,3,3 bathroom,13,2027,Developer,Main Street,Cash,Unknown,Basic,6000000,37267.08
"7,000,000 EGP",112,3,2 bathroom,2,2024,Broker,Garden,Cash,The Address Compound,Super Lux,7000000,62500
"2,500,000 EGP",100,2,1 bathroom,10,2011,Developer,Main Street,Cash,شارع 14 مايو,Basic,2500000,25000
"3,000,000 EGP",142,3,2 bathroom,3,2025,Developer,Main Street,Cash or Installments,The C2 Verona,Basic,3000000,21126.76
"7,500,000 EGP",180,2,2 bathroom,2,2025,Broker,Garden,Cash,Hadayek El Mohandiseen,Basic,7500000,41666.67
"4,104,000 EGP",120,3,2 bathroom,2,2029,Broker,Garden,Installments,Tabeaa Residence Compound,Basic,4104000,34200
"11,976,090 EGP",173,3,3 bathroom,2,2026,Developer,Garden,Installments,كمبوند صن كابيتال,Basic,11976090,69225.95
"12,000,000 EGP",170,3,3 bathroom,3,2025,Broker,Main Street,Installments,Creek Town Il,Basic,12000000,70588.24
"13,000,000 EGP",165,3,3 bathroom,3,2025,Broker,Main Street,Installments,Creek Town Il,Basic,13000000,78787.88
"15,000,000 EGP",280,3,2 bathroom,4,2015,Developer,Main Street,Cash,Unknown,بحر,15000000,53571.43
"4,627,000 EGP",160,3,3 bathroom,3,2027,Developer,Side Street,Installments,بيت الوطن التجمع,Basic,4627000,28918.75
"10,000,000 EGP",140,2,3 bathroom,2,2025,Broker,Main Street,Installments,Creek Town Compound,Basic,10000000,71428.57
"9,500,000 EGP",290,4,3 bathroom,10,2020,Broker,Other,Cash,شارع شهاب,Basic,9500000,32758.62
"3,522,600 EGP",103,2,2 bathroom,2,2030,Broker,Garden,Cash or Installments,Tesla Residence Compound,Basic,3522600,34200
"9,000,000 EGP",128,2,2 bathroom,3,2025,Broker,Main Street,Installments,كمبوند كريك تاون,Basic,9000000,70312.5
"3,245,000 EGP",59,1,1 bathroom,2,2027,Broker,Pool,Installments,A Resort 59Sqm,Basic,3245000,55000
"2,800,000 EGP",215,3,3 bathroom,1,2026,Developer,Main Street,Installments,أكتوبر الجديدة –,Basic,2800000,13023.26
"6,000,000 EGP",225,3,3 bathroom,1,2025,Broker,Garden,Cash,Promenade Residence,Basic,6000000,26666.67
"15,594,000 EGP",153,3,3 bathroom,2,2025,Developer,Garden,Installments,جاليريا ريزيدنس,Basic,15594000,101921.57
"3,650,000 EGP",125,3,3 bathroom,2,2026,Broker,Garden,Cash,Bloomfields Compound,Basic,3650000,29200
"3,060,000 EGP",68,1,1 bathroom,1,2028,Broker,Back,Installments,Unknown,Pool,3060000,45000
"7,400,000 EGP",270,4,3 bathroom,9,2025,Broker,Other,Cash,شارع جامعة الدول,Basic,7400000,27407.41
"4,230,000 EGP",141,3,2 bathroom,2,2025,Developer,Garden,Cash or Installments,The Heart Of,Basic,4230000,30000
"1,250,000 EGP",165,3,3 bathroom,5,2013,Broker,Side Street,Cash,شارع الملك فيصل,Basic,1250000,7575.76
"2,150,000 EGP",130,3,2 bathroom,4,2025,Broker,Other,Cash,شارع أحمد عرابي,Basic,2150000,16538.46
"7,500,000 EGP",225,3,3 bathroom,3,2022,Broker,Other,Cash,شارع لبنان,Basic,7500000,33333.33
"5,900,000 EGP",236,3,3 bathroom,2,2027,Developer,Garden,Installments,الحي الثاني,Basic,5900000,25000
"4,000,000 EGP",201,3,3 bathroom,1,2025,Broker,Main Street,Cash or Installments,الحي الثامن,Basic,4000000,19900.5
"7,173,721 EGP",188,4,3 bathroom,1,2029,Broker,Garden,Installments,Unknown,,7173721,38158.09
"3,500,000 EGP",109,2,1 bathroom,1,2022,Developer,Garden,Cash or Installments,The Heart Of,Installment,3500000,32110.09
"3,615,000 EGP",73,1,1 bathroom,1,2028,Broker,Other,Installments,Unknown,View,3615000,49520.55
"5,740,000 EGP",176,3,3 bathroom,1,2025,Broker,Garden,Cash,Badya Compound,Basic,5740000,32613.64
"8,000,000 EGP",180,3,3 bathroom,2,2026,Broker,Garden,Cash,Lagoon Beach Park,View,8000000,44444.44
"4,799,483 EGP",86,1,1 bathroom,1,2028,Broker,Pool,Installments,The Heart Of,Basic,4799483,55807.94
"3,128,000 EGP",68,1,1 bathroom,1,2028,Broker,Back,Installments,Unknown,Basic,3128000,46000
"2,000,000 EGP",140,3,2 bathroom,,,EG-6598957,Corner,Cash or Installments,Unknown,Basic,2000000,14285.71
"5,740,000 EGP",176,4,3 bathroom,2,2025,Broker,Garden,Cash,Badya Compound,Basic,5740000,32613.64
"3,000,000 EGP",160,3,2 bathroom,2,2026,Broker,Main Street,Cash or Installments,Unknown,,3000000,18750
"3,600,000 EGP",150,3,2 bathroom,8,2025,Developer,Side Street,Cash,Sidi Bishr,Basic,3600000,24000
"3,335,000 EGP",175,3,3 bathroom,3,2024,Developer,Main Street,Cash or Installments,كمبوند الياسمين جاردنز,Basic,3335000,19057.14
"6,500,000 EGP",190,3,2 bathroom,5,2012,Broker,Side Street,Cash,Unknown,Basic,6500000,34210.53
"4,070,000 EGP",215,3,3 bathroom,1,2026,Developer,Side Street,Cash or Installments,بيت الوطن التكميلي,Basic,4070000,18930.23
"8,300,000 EGP",200,2,3 bathroom,2,2025,Broker,Other,Cash,Unknown,Finished,8300000,41500
"1,700,000 EGP",150,3,2 bathroom,,,EG-6602125,Garden,Cash,Mariouteya,Basic,1700000,11333.33
"5,250,000 EGP",190,3,2 bathroom,1,2025,Broker,Main Street,Cash,Neighborhood 5Th,Basic,5250000,27631.58
"6,000,000 EGP",175,3,2 bathroom,9,2009,Private Owner,Main Street,Cash,Unknown,Basic,6000000,34285.71
"6,550,000 EGP",130,3,2 bathroom,2,2025,Developer,Garden,Cash,Unknown,فيو,6550000,50384.62
"5,500,000 EGP",260,4,3 bathroom,,,EG-6603187,Side Street,Installments,Unknown,Basic,5500000,21153.85
"4,340,000 EGP",230,4,2 bathroom,1,2026,Developer,Main Street,Cash or Installments,بيت الوطن التكميلي,Basic,4340000,18869.57
"4,100,000 EGP",125,2,3 bathroom,2,2026,Broker,Other,Installments,Unknown,Basic,4100000,32800
"1,900,000 EGP",165,3,2 bathroom,,,EG-6602119,Garden,Cash,Mariouteya,Basic,1900000,11515.15
"15,067,000 EGP",180,3,3 bathroom,4,2026,Broker,Garden,Installments,Mar Ville Compound,Basic,15067000,83705.56
"9,500,000 EGP",109,1,2 bathroom,6,2025,Broker,Other,Cash,Unknown,Finished,9500000,87155.96
"6,250,000 EGP",245,3,3 bathroom,2,2027,Private Owner,Main Street,Cash or Installments,Sixth Neighborhood,Basic,6250000,25510.2
"2,500,000 EGP",125,3,1 bathroom,10,2006,Broker,Side Street,Cash,Unknown,Basic,2500000,20000
"8,250,000 EGP",210,3,2 bathroom,2,2025,Broker,Other,Cash,Banafseg Villas –,View,8250000,39285.71
"6,105,780 EGP",89,1,1 bathroom,1,2026,Broker,Garden,Cash or Installments,One Of The,Sea,6105780,68604.27
"3,500,000 EGP",120,2,1 bathroom,2,1999,Developer,Main Street,Cash,Unknown,تشطيب,3500000,29166.67
"8,500,000 EGP",182,3,4 bathroom,5,2025,Broker,Other,Cash,Unknown,Basic,8500000,46703.3
